タイトル / Title,著者・作成者 / Creator,別表記タイトル / Other Title,種別 / Type,言語 / Langage,年月日 / Date,NCID,雑誌名 / Journal,巻 / Volume,号 / Number,"ページ数, 冊数 / Pages, Volumes",大きさ / Size,専攻 / Department,注記 / Note,請求記号 / Call Number,所蔵図書室 / Holding Library,タグ / Tag,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,IIIFマニフェストURI,# of media
Wie ändert sich die Kapazität des Bleiaccumulators?,降矢 芳郎|Furuya Yoshiro,鉛蓄電池の容量は如何に變化するものなるや,紀要論文|Bulletin Paper,ドイツ語|German,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,4,p.143-175,,,,,工2号館図書室|Engineering Bldg. 2 Library,,374053e6-3c59-4634-8b5f-dce7a2c062d1,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/374053e6-3c59-4634-8b5f-dce7a2c062d1,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68886,,,0
The Occurrence of Clupanodonic Acid in Dab and Green Turtle Oils,辻本 満丸|Tsujimoto Mitsumaru,鰈油及蠵龜油中鰮酸の存在,紀要論文|Bulletin Paper,英語|English,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,5,p.177-179,,,,,工2号館図書室|Engineering Bldg. 2 Library,,ae9b8bd7-b889-43c6-acde-48e4f63ef425,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/ae9b8bd7-b889-43c6-acde-48e4f63ef425,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68887,,,0
"On the Cause of the Odours of Oils and Fats, especially of Marine Animal Oils",辻本 満丸|Tsujimoto Mitsumaru,油脂特に魚油の臭氣の原因に就て,紀要論文|Bulletin Paper,英語|English,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,5,p.181-191,,,,,工2号館図書室|Engineering Bldg. 2 Library,,71243212-0f5f-40eb-9a58-c67cd909b5f7,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/71243212-0f5f-40eb-9a58-c67cd909b5f7,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68888,,,0
On the Reginous Substance deposited from the Mixed Fatty Acids of Marine Animal Oils on Keeping,辻本 満丸|Tsujimoto Mitsumaru,魚油の脂肪酸を保存する時析出する樹脂状物質,紀要論文|Bulletin Paper,英語|English,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,5,p.193-195,,,,,工2号館図書室|Engineering Bldg. 2 Library,,650d7667-f236-4301-9be5-7a715f52ac94,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/650d7667-f236-4301-9be5-7a715f52ac94,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68889,,,0
On the Oxidised Fatty Acids of Marine Animal Oils,辻本 満丸|Tsujimoto Mitsumaru,魚油の酸化脂肪酸に就て,紀要論文|Bulletin Paper,英語|English,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,5,p.197-200,,,,,工2号館図書室|Engineering Bldg. 2 Library,,d4b4f226-cb5a-4de9-89b0-35cfb859210d,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/d4b4f226-cb5a-4de9-89b0-35cfb859210d,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68890,,,0
Drying of Japanese Lacquer at a High Temperature,三山 喜三郎|Miyama Kisaburo,高温に於ける漆の硬化に就て,紀要論文|Bulletin Paper,英語|English,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,5,p.201-204,,,,,工2号館図書室|Engineering Bldg. 2 Library,,7684ca33-73b3-457c-b5ac-6f309b7b3d39,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/7684ca33-73b3-457c-b5ac-6f309b7b3d39,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68891,,,0
"Application of Diastases present in Unmalted Cereals to the Preparation of Alcohol and ""Amé""",田中 芳男|Tanaka Yoshio,未發芽穀類に存在するヂアスターゼの應用,紀要論文|Bulletin Paper,英語|English,1908,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,5,p.205-217,,,,,工2号館図書室|Engineering Bldg. 2 Library,,c0cfd212-0f76-433e-9e23-3ebd66597e36,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/c0cfd212-0f76-433e-9e23-3ebd66597e36,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68892,,,0
Notes on the Determination of the Physical Properties of Steel,今泉 嘉一郎|Imaizumi Kaichiro,鋼の物理的性質の檢定に就て,紀要論文|Bulletin Paper,英語|English,1909,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",4,6,p.219-294,,,,,工2号館図書室|Engineering Bldg. 2 Library,,5588bec8-ea96-44e2-9d39-18a47068c93f,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/5588bec8-ea96-44e2-9d39-18a47068c93f,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68893,,,0
On Vibration of Steamers,横田 成年|Yokota Seinen,汽船の振動,紀要論文|Bulletin Paper,英語|English,1910,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,1,p.1-24,,,,,工2号館図書室|Engineering Bldg. 2 Library,,db0ab0d7-5f28-42f6-8a7e-0ce5fa2e3985,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/db0ab0d7-5f28-42f6-8a7e-0ce5fa2e3985,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68894,,,0
The Action of Acids in the Enzymic Decomposition of Oil by Castor Seeds,田中 芳男|Tanaka Yoshio,蓖麻子リパーゼに依る油脂の分解に於ける酸の作用に就て,紀要論文|Bulletin Paper,英語|English,1910,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,2,p.25-42,,,,,工2号館図書室|Engineering Bldg. 2 Library,,dcc5524d-a258-4459-8957-45d5a583bc70,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/dcc5524d-a258-4459-8957-45d5a583bc70,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68895,,,0
The Characteristics of Synchronous Motors,渋沢 元治|Shibusawa Motoji,同期電動機の特性,紀要論文|Bulletin Paper,英語|English,1912,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,3,p.1 (43)-50 (92),,,,,工2号館図書室|Engineering Bldg. 2 Library,,34a87623-80e2-4226-8e8f-bee591593666,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/34a87623-80e2-4226-8e8f-bee591593666,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68896,,,0
The Protective Action of the Ground Wire,鳳 秀太郎|Ho Hidetaro,送電線に於ける地線の防護作用に就て,紀要論文|Bulletin Paper,英語|English,1912,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,3,p.51 (93)-82 (124),,,,,工2号館図書室|Engineering Bldg. 2 Library,,65818cfa-6cc9-4f60-9ea0-3f05a7001a4f,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/65818cfa-6cc9-4f60-9ea0-3f05a7001a4f,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68897,,,0
"The Preparation of ""Lipase Powder"" acting in Neutral Medium and Its Technical Application",田中 芳男|Tanaka Yoshio,中性メヂウムに於て作用するリパーゼ粉末の調製法及其工業的應用,紀要論文|Bulletin Paper,英語|English,1912,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,4,p.125-136,,,,,工2号館図書室|Engineering Bldg. 2 Library,,e2a79814-4456-4b29-b022-3b98b9a2eee3,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/e2a79814-4456-4b29-b022-3b98b9a2eee3,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68898,,,0
Influence of the Products of Change on the Action of Lipase,田中 芳男|Tanaka Yoshio,リパーゼの作用に對する反應生成分の影響,紀要論文|Bulletin Paper,英語|English,1912,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,4,p.137-141,,,,,工2号館図書室|Engineering Bldg. 2 Library,,7518f809-d133-40ca-b9fe-aa8dda5db5d9,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/7518f809-d133-40ca-b9fe-aa8dda5db5d9,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68899,,,0
"Influence of Some Neutral Salts, Nitrogenous Matters, and Castor Seed Extract on Lipase",田中 芳男|Tanaka Yoshio,リパーゼに對する二三の中性鹽類窒素化合物及蓖麻子浸出物の影響,紀要論文|Bulletin Paper,英語|English,1912,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,4,p.142-151,,,,,工2号館図書室|Engineering Bldg. 2 Library,,baa21c81-8d97-444f-8050-d447f4f06e4f,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/baa21c81-8d97-444f-8050-d447f4f06e4f,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68900,,,0
The Action of Lipase on Oxidised and Polymerised Oils,田中 芳男|Tanaka Yoshio,酸化油及重合油に對するリパーゼの作用,紀要論文|Bulletin Paper,英語|English,1912,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,4,p.152-161,,,,,工2号館図書室|Engineering Bldg. 2 Library,,618e1cce-4b1b-46e8-b13e-b5572032b923,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/618e1cce-4b1b-46e8-b13e-b5572032b923,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68901,,,0
On the Determination of Actual Stresses in a Metallic Bridge,廣井 勇|Hiroi Isami (Isamu),鐵橋に於ける實應力の決定法,紀要論文|Bulletin Paper,英語|English,1913,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,5,p.163-180,,,,,工2号館図書室|Engineering Bldg. 2 Library,,f92c3c2c-208b-4e0f-b852-350742f92a04,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f92c3c2c-208b-4e0f-b852-350742f92a04,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68902,,,0
On Shearing Stress in a Ship's Structure,末廣 恭二|Suehiro (Suyehiro) Kyoji,船體の剪應力に就て,紀要論文|Bulletin Paper,英語|English,1913,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,6,p.181-190,,,,,工2号館図書室|Engineering Bldg. 2 Library,,1557e469-b2fc-472b-afd5-4e71001e000e,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/1557e469-b2fc-472b-afd5-4e71001e000e,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68903,,,0
On the Fineness of the 800 Standard Silver Bar,山縣 修|Yamagata Osamu,八〇〇位銀貨幣棒の品位に就て,紀要論文|Bulletin Paper,英語|English,1914,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,7,p.191-212,,,,,工2号館図書室|Engineering Bldg. 2 Library,,67765433-1545-4a26-8e5b-0fd77a74b5f5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/67765433-1545-4a26-8e5b-0fd77a74b5f5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68904,,,0
The Relation Between the Horse Power and the Weight of an Engine,井口 在屋|Inokuchi (Inokuty) Ariya,機關の馬力と重量との關係,紀要論文|Bulletin Paper,英語|English,1914,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,8,p.213-221,,,,,工2号館図書室|Engineering Bldg. 2 Library,,4bbd20cb-02f8-4452-aa6d-56bc869cec3e,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/4bbd20cb-02f8-4452-aa6d-56bc869cec3e,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68905,,,0
Column of Uniform Strength,井口 在屋|Inokuchi (Inokuty) Ariya,平等なる強さの柱,紀要論文|Bulletin Paper,英語|English,1914,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,8,p.223-244,,,,,工2号館図書室|Engineering Bldg. 2 Library,,9e95ce4f-37a0-4f13-894d-fa66694d2a7e,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/9e95ce4f-37a0-4f13-894d-fa66694d2a7e,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68906,,,0
Die transversale Festigkeit der Drahtkanonen,大河内 正敏|Okochi Masatoshi,線砲身の横強,紀要論文|Bulletin Paper,ドイツ語|German,1914,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,9,p.245-274,,,,,工2号館図書室|Engineering Bldg. 2 Library,,afb98637-7f27-4ff9-8b7e-dd2f6c6808e3,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/afb98637-7f27-4ff9-8b7e-dd2f6c6808e3,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68907,,,0
Graphical Study of the Centrifugal Pump,宮城 音五郎|Miyagi Otogoro,渦卷ポンプ理論の圖式研究,紀要論文|Bulletin Paper,英語|English,1914,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",5,10,p.275-305,,,,,工2号館図書室|Engineering Bldg. 2 Library,,d3139398-4035-4549-8f0c-294e2bb9ff24,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/d3139398-4035-4549-8f0c-294e2bb9ff24,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68908,,,0
一セメント用法實驗報告,廣井 勇|Hiroi Isami (Isamu),Influence of Time and Physical Treatment on the Strength of Portland Cement,紀要論文|Bulletin Paper,日本語|Japanese,1913,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",6,1,p.1-13,,,,,工2号館図書室|Engineering Bldg. 2 Library,,69b14d25-19c4-451f-ad73-1a8858eef815,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/69b14d25-19c4-451f-ad73-1a8858eef815,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68909,,,0
兵器沿革圖説,有坂 鉊蔵|Arisaka Shozo,,紀要論文|Bulletin Paper,日本語|Japanese,1916,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",7,1,p.1-300,,,,,工2号館図書室|Engineering Bldg. 2 Library,,5a7ae35b-2049-41f4-b61a-41d4881a8c4c,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/5a7ae35b-2049-41f4-b61a-41d4881a8c4c,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68910,,,0
支那山東省に於ける漢代墳墓の表飾,關野 貞|Sekino Tadashi,"Sepulchral remains of the Han Dynasty in the Province of Shantung, China",紀要論文|Bulletin Paper,日本語|Japanese,1916,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",8,1,p.1-170,,,,,工2号館図書室|Engineering Bldg. 2 Library,,9a289a0f-71bd-40af-993a-fd1bd5677677,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/9a289a0f-71bd-40af-993a-fd1bd5677677,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68911,,,0
Manometric Head in a Turbine Pump running without Discharge,沖 巌|Oki Iwao,繰出なき運轉タービンポンプに於ける壓力嵩,紀要論文|Bulletin Paper,英語|English,1917,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",9,1,p.1-39,,,,,工2号館図書室|Engineering Bldg. 2 Library,,aead9628-6b10-4cac-838d-2f805ac485f5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/aead9628-6b10-4cac-838d-2f805ac485f5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68912,,,0
Beiträge zur Schwingung des Gewehrlaufs,大河内 正敏|真島 正市|Okochi Masatoshi|Majima Masaichi,銃身の振動に關する研究,紀要論文|Bulletin Paper,ドイツ語|German,1917,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",9,2,p.41-61,,,,,工2号館図書室|Engineering Bldg. 2 Library,,e82928d1-cf9d-4461-8245-167a75f23da4,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/e82928d1-cf9d-4461-8245-167a75f23da4,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68913,,,0
Ueber die ternaeren Systeme Blei-Wismut-Silber und Blei-Gold-Silber,後藤 正治|Goto Masaharu (Seiji),鉛、蒼鉛、銀の合金及鉛、金、銀の合金に就て,紀要論文|Bulletin Paper,ドイツ語|German,1918,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",9,3,p.63-114,,,,,工2号館図書室|Engineering Bldg. 2 Library,,68cd1ee8-1467-4ad6-941c-cfb0b7ea67c5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/68cd1ee8-1467-4ad6-941c-cfb0b7ea67c5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68914,,,0
On the Discharge Between Metallic Electrodes and Continuous Electric Oscillations,八木 秀次|Yagi Hidetsugu,金屬電極間に於ける放電と連續的電氣振動に就て,紀要論文|Bulletin Paper,英語|English,1918,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",9,4,p.115-152,,,,,工2号館図書室|Engineering Bldg. 2 Library,,f3039e09-7df0-46a1-9289-7059e244d263,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f3039e09-7df0-46a1-9289-7059e244d263,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68915,,,0
Molybdenum-Steel versus Gun Erosion,大河内 正敏|真島 正市|佐藤 兌|Okochi Masatoshi|Majima Masaichi|Sato Naoshi,砲身浸食に對するモリブデナム鋼,紀要論文|Bulletin Paper,英語|English,1918,AA00697694,"The journal of the College of Engineering, Tokyo Imperial University",9,5,p.153-195,,,,,工2号館図書室|Engineering Bldg. 2 Library,,53751f0f-ffd1-4d9b-b0a8-fb71d67d2358,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/53751f0f-ffd1-4d9b-b0a8-fb71d67d2358,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68916,,,0
